ARTNR;KATNR;BEZ;LIEFERANT;EINHEIT;LIEFERANT1;EK1;KATNR1;LIEFERANT2;EK2;KATNR2;VGL_ARTNR;EK;VK;VK_2;VK1;VK2;VK3;VK4;VK1M;VK2M;VK3M;VK4M;ST1;ST2;ST3;ST4;BESTAND;AMIN;AMAX;GRUPPE;ANGEBOT;PROV;EAN;VK_DAT;EINGANG;VON;BIS;RA;RAM;ANGWIED;SL;LF;VE;PFAND;MIT_PR;BEM;AUS_PLATZ;MWST_VK;MWST_MN;INV_BESTAN;INV_MUST;BILD;ZIGARETTE;DATENBLATT;KAFFEE;H_HOUR1;H_HOUR2;H_HOUR1M;H_HOUR2M;MWST_EK;KATEGOR;MY_ARTNR;NOTVISIBLE;HERSTELLER;HERST_NR;SERNR;SAISON;FARBE;GROSSE;LANGE;GEWICHT;WEBSHOP;VK_INFO;INV_START;INV_ZAHLEN;INV_ENDE;PROV_SATZ;RESERVIERT;FRENCHSATZ;UVP;INTERNNR;BEARBGEB;VK_D_VON;VK_D_BIS;BRAUCH_ET;U_RAB;VON_FIL;AQUER;ISNEGATIV;GEBRAUCHT;TEILBAR;LAGERPLATZ;QRCODE;EAN1;EAN2;PV_EINHEIT;PV_INHALT;WAGDIVISOR;AUTOBESTEL;REALWARE;MHD;STAFF_TEXT;GRUPPE2;
1481;500804;Lakritz Schokolade, 100g;120;1;0;0;;0;0;;;0,605;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;11;0;0;4,02E+12;22.11.2025;03.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10147;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1482;3020/00;Schoko Marzipan Kugeln, 100g;10;1;0;0;;0;0;;;1,321;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;11;0;0;8,10E+12;26.11.2025;04.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10279;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1483;31530;Gin Likör mit Himbeer Rosmarin 18% alc. vol.;123;1;0;0;;0;0;;;0,78;4,2;3,53;0;0;0;0;0;0;0;0;0;0;0;0;9,5;0;0;4;0;0;8,41E+12;25.11.2025;06.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;4071;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1484;17960;"Serviette Lassen Sie ihr Gebäck..."", weiß, 25x25cm""";18;1;0;0;;0;0;;;1,6;3,99;3,35;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;37;0;0;4,05E+12;22.11.2025;06.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32021;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1485;200831;Majunga Pfeffer im Reagenzglas;158;1;0;0;;0;0;;;1,25;3;2,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;4,06E+12;07.02.2025;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;"Zutaten: Pfeffer (schwarz, weiß), Paprika, Zwiebeln, Liebstöckel, Kerbel, Petersilie, Estragon.

Info: Ideal zum würzen von Steaks, Gulasch, Suppen, Soßen, allen Braten und Eintopfgerichten.";0;2;2;0;0;;0;;0;0;0;0;0;2;0;21016;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1486;200821 W;Bombay Dip Reagenzglas;158;1;0;0;;0;0;;;1,1;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;4,06E+12;20.12.2024;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;18063;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1487;3003/00;Erlesene Brände in Schokolade, 100g;10;1;0;0;;0;0;;;1,796;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;11;0;0;8,10E+12;24.11.2025;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10280;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1488;2014 W;Pesto (Crema) Mediterranea, 135g;265;1;0;0;;0;0;;;2,75;5,9;5,51;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;6;0;0;4,26E+12;20.11.2025;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;6017;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1489;2001 W;Pesto Limone 135g;265;1;0;0;;0;0;;;2,75;5,9;5,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4,26E+12;21.10.2025;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;6018;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1490;SA134;Teriyaki Sauce mit Ingwer & Limette, 245 ml;3;1;0;0;;0;0;;;3,45;7,9;7,38;0;0;0;0;0;0;0;0;0;0;0;0;13;6;0;14;0;0;4,25E+12;22.11.2025;10.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13032;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1491;eigen;Korb, rund, geflochten, bunt, Oster-Korb;24;1;0;0;;0;0;;;1,5;3,5;2,94;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32;0;0;4,02E+12;17.04.2025;11.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;29064;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1492;2237253;Tüte mit Hase, weiß, 15x26cm;238;1;0;0;;0;0;;;0,7;2;1,68;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;32;0;0;4,03E+12;25.02.2025;11.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;36;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;29065;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1493;Gmeiner;Engadiner Walnuss Schokolade, handgeschöpft, 100g;242;1;0;0;;0;0;;;3,49;7,5;7,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4,26E+12;18.12.2023;17.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10281;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1494;Gmeiner;Kandierte Minzblüten Schokolade 70%, handgeschöpft;242;1;0;0;;0;0;;;3,49;7,5;7,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4,26E+12;11.12.2024;17.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10282;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1495;3031/0;Winter Mandeln, geröstete Mandeln mit Gewürzen, dragiert, 100g;10;1;0;0;;0;0;;;1,832;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4,00E+12;22.01.2025;17.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10283;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1496;neu;Ausstecher Blume;234;1;0;0;;0;0;;;1,76;5,5;4,622;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;0;4,02E+12;15.10.2025;24.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14015;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1497;3044/0;Sahne Kakao Mandeln, 100g;10;1;0;0;;0;0;;;1,599;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;21.12.2024;24.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10284;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1498;190;Ausgießer mit Korken;215;1;0;0;;0;0;;;2,44;6,2;5,21;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;8,51E+12;08.04.2019;24.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5112;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1499;00023-BLK;Ausgießer Metall, mit Softkork schwarz;215;1;0;0;;0;0;;;0,33;2;1,681;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;4,04E+12;09.05.2023;24.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5113;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1500;16108;Ausgießer Charm silber 19mm;150;1;0;0;;0;0;;;0,52;2,5;2,101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8,51E+12;12.07.2022;24.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5114;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1501;frei;Zweigelt Reserve, Südsteiermark, Skoff Original, 2019, MAGNUM, 1,5l;283;1;0;0;;0;0;;;21,9;55;46,22;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;40;0;0;9,12E+12;04.11.2025;31.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34042;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1502;frei;Zweigelt Reserve, Südsteiermark, Skoff Original, 2019, DOPPEL-MAGNUM, 3l;283;1;0;0;;0;0;;;54,75;135;113,45;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;40;0;0;7,73E+12;07.11.2023;31.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34043;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1503;010003 Goldstück;Wondercandle, Geburtstags Wunderkerze, Jubiläum, Zahlen  - 3;165;1;0;0;;0;0;;;1,05;2,5;2,1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;25;0;0;4,26E+12;19.11.2025;10.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;23036;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1504;ARTeco 33090943 / neu bb verpackungen;Versandkarton für Präsentkarton;24;1;0;0;;0;0;;;2,5;3,5;2,94;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;32;0;0;8,29E+12;29.08.2025;10.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;29066;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1505;T&Co;Teebeutel Zange, Edelstahl;24;1;0;0;;0;0;;;1,5;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;20;0;0;9,78E+12;14.02.2023;14.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;19119;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1506;SA133;Tomaten Ketchup mit Basilikum;3;1;0;0;;0;0;;;3,45;7,5;7,01;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;14;0;0;4,25E+12;23.12.2024;14.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13033;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1507;22173;Big Birthday Cake cancake, Brownie Kuchen in der Dose;46;1;0;0;;0;0;;;4,99;12;11,22;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;38;0;0;4,26E+12;27.09.2025;14.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33071;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1508;Skoff W;Zweigelt Reserve, Südsteiermark, Skoff Original, 2019, 0,75l;283;1;0;0;;0;0;;;10,75;26,5;22,27;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;40;0;0;9,12E+12;18.10.2025;16.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34044;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1509;3045/0;Spekulatius Mandeln, 100g;10;1;0;0;;0;0;;;1,498;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;30.12.2024;21.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;30;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10285;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1510;cancake;"Cancake Frohe Weihnachten"", gold, Schwarzwälder Kirsch Kuchen""";165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;15.01.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33072;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1511;525002933;"Servietten Happy Day"", 25x25cm""";126;1;0;0;;0;0;;;1,55;3,95;3,32;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37;0;0;4,02E+12;28.05.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32022;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1512;32032;Wondercandle, Classic Wondercard Wunderkerze, Jungle Mini;165;1;0;0;;0;0;;;1,99;4,9;4,12;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;25;0;0;4,26E+12;25.01.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;24;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;23021;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1513;525002934;"Servietten Good Vibes"", 25x25cm""";126;1;0;0;;0;0;;;1,55;3,95;3,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;4,02E+12;05.07.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32023;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1514;500346;Lakritz Salmiak mit Birne,100g;120;1;0;0;;0;0;;;0,635;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;11;0;0;5,43E+12;24.11.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10171;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1515;3816;Sugo Chef Francesco, Tartufo, 500g;265;1;0;0;;0;0;;;4;9,5;8,88;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;0;0;4,26E+12;24.11.2023;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13034;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1516;3817;Sugo Chef Francesco, Vodka, 500g;265;1;0;0;;0;0;;;4;9,5;8,88;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;0;0;4,26E+12;15.03.2024;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13035;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1517;3818;Sugo Chef Francesco, Parmigiano, 500g;265;1;0;0;;0;0;;;4;9,5;8,88;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;0;0;4,26E+12;26.06.2024;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13036;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1518;79000391;Burger Bomb BBQ Sauce Bier & Braumalz;2;1;0;0;;0;0;;;3,5;8,5;7,94;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;14;0;0;4,01E+12;22.11.2025;22.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13052;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1519;Weck Glas;Engadiner Nusstorte im Weckglas, 500ml;168;1;0;0;;0;0;;;5,9;14,5;13,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;30.01.2024;24.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33073;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1520;9583;"Nougat Happen, maritim, Nougat bidde""""";151;1;0;0;;0;0;;;0,98;2,8;2,62;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;11;0;0;4,25E+12;06.11.2025;24.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;40;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10172;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1521;frei W;Sauvignon Blanc HOCHSULZ, Skoff Original, 2015, 0,375l;283;14;0;0;;0;0;;;6,79;18,9;15,88;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;40;0;0;9,12E+12;21.10.2025;28.09.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34045;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1522;22622;Nocturne Carré 250ml mit Korken;3;1;0;0;;0;0;;;1,62;4;3,448;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;0;0;8,51E+12;28.05.2022;05.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5115;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1523;coffeesnack 02;Coffeesnack, Kaffee Energy Keks, koffeeinhaltig, 10 Stück;298;1;0;0;;0;0;;;0,885;2,5;2,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;04.10.2024;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;4;0;10288;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1524;88812018;Rose-Flasche MGB 200ml;47;1;0;0;;0;0;;;16,7;40;33,613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8,51E+12;24.11.2018;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5116;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1525;8812301K;Herzflasche 100ml;47;1;0;0;;0;0;;;1,12;3;2,521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;8,51E+12;04.07.2020;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5117;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1526;100633;Joghurt Johannisbeeren Knusper Kugeln im Präsentkarton;158;1;0;0;;0;0;;;3,2;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;-35;0;0;11;0;0;4,06E+12;25.11.2025;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10289;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1527;101073;Feigen in weißer Schokolade im Präsentkarton;158;1;0;0;;0;0;;;2,75;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;11;0;0;4,06E+12;24.11.2025;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10290;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1528;54031;choc-o-lait Trinkschokolade Stick, MATCHA;151;1;0;0;;0;0;;;1,645;3,5;3,27;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;11;0;0;5,43E+12;24.10.2025;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;24;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10158;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1529;65;Hanseaten Kluten, 100g, Pfefferminzfondant mit Zartbitterschokolade;57;1;0;0;;0;0;;;0,925;2,8;2,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;25.10.2025;06.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10169;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1530;100593;Schneemandeln im Präsentkarton;158;1;0;0;;0;0;;;2,7;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4,06E+12;14.11.2025;08.10.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10293;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
